  -5.28024  -5.09384  -2.46848  -4.80609  -4.69841  -2.30585  -6.81638  -4.49475   6.69337  11.11536   8.89229   6.69337   4.49475   2.27213   2.30585   2.34921   2.40305   4.93697   5.09384   5.28024
   4.78577   0.83611  -0.95741  -2.14421  -2.44890  -3.44764  -3.97551  -1.83056   3.31668   6.29895   7.06500   5.09014   3.24833   0.87650  -0.61294  -1.92901  -1.17046   0.94256   3.48649   4.78577
   0.00000  -4.91604   1.44471  -1.90634  -1.80346   0.33203  -5.73318  -4.43532   6.01186   8.47542   3.92688   2.98130   5.63806   2.60719   1.91131  -0.43588   1.56352   3.86978   9.70956  13.13734
   0.00000  -2.66275   1.98900   0.45161   4.50444   4.83349  -3.62533   4.23030   8.83937   5.68989  -1.98681 -10.46729  -3.93062  10.51890   3.65859  -7.89480  -4.62231  -2.69304   2.11083  12.12552
  -7.52080  -2.95433   0.26039   6.63452  -2.75074  -0.99305  11.01327  -4.02787  -0.99417  14.09167  -4.58456  -1.56339  22.48363  19.60615   3.54002 -19.46861 -12.72832   0.15457   4.44754  15.04160
  -3.52464  -0.25016   2.06995  -0.87248   0.04468   7.60893   3.38936   7.36430   0.40078   7.57671   8.96824   2.32547  13.06664  20.00451  -0.37940 -34.56012 -15.13720   2.85173  10.18344  17.62318
   3.32678   0.49510  -4.74250   7.28946  10.03423  -1.09274  -0.05373   5.01705   2.36671   6.14837  11.79318   7.31130  11.73554  22.69040   7.22720 -28.09410 -21.67197  -3.32738   7.71993  19.96069
  -3.16082  -1.90653   2.07344   5.47074   1.73526  -0.90519  -8.62213  -2.45348   1.01802   6.63420  16.02651   6.71411  -5.63744  13.50095   6.22710 -25.89672 -11.37980   2.67768  14.44643  15.80410
  -9.06609  -4.39810  -4.19373  -4.82585  -1.18086  -5.34392  -7.42661  -0.37411   4.70268   5.74137  15.87430   1.72724   2.59509   6.89222 -13.63380 -27.42546   1.05579  17.33612  20.06384  24.17623
  -8.71995  -9.22706 -10.25570  -0.14671  -6.57873 -12.62235  -7.76509   2.26820 -11.87161  17.18284  21.80317   4.55596   9.10997 -13.87145 -16.79454 -31.93051   1.52829  23.79408  31.15517  20.34654
 -16.86996 -13.33784  -9.07032  -8.91804  -9.71576 -11.41005  -5.15209   6.21340  10.97367   6.09801  14.38139   6.81061  -2.27761  -9.78151 -24.58151 -25.04167   5.85139  26.78286  29.86162  22.49329
 -13.67303 -14.71784  -8.59256 -12.06289 -13.67695 -14.01603  -5.57222   1.46106   4.56363  21.55709  18.10342  11.22028  12.54650  -5.01780 -27.50681 -28.45310   3.43719  21.97557  21.94613  16.40764
 -18.71420 -11.57294 -16.67879 -11.82578  -8.86973  -6.64012  -0.68508   5.37176  11.40641   3.26828  14.20637   8.32533  -5.85496  -2.18554  -4.26923 -11.62113   8.37366  22.07116  12.77383  18.71420
 -13.13253 -14.17174  -9.29424  -7.18440  -3.36763  -1.83387  -2.44887   1.09885  17.05929  26.84952  19.95447  14.83012   4.70804  -6.51310 -14.63692 -10.70203   2.89412   9.28621  10.68208  13.13253
 -10.36914  -6.14062  -9.10774  -2.03349  -2.17543   1.55767   2.50564   9.30877  14.56019  18.97935  16.80142  13.96756   2.16962  -2.91311  -7.82612  -5.07881   2.81317   9.17652  13.54789  18.14599
 -12.84735 -10.23121  -5.10656  -1.27725   0.00000   1.28409   2.57739   6.46514  20.74199  29.85845  22.06929  12.96374   5.17211  -3.86609 -12.84086 -10.23999   0.00000   5.10656  10.23121  12.84735
