  -5.28024  -5.09384  -2.46848  -4.80609  -4.69841  -2.30585  -6.81638  -4.49475   6.69337  11.11536   8.89229   6.69337   4.49475   2.27213   2.30585   2.34921   2.40305   4.93697   5.09384   5.28024
   4.78577   4.10830   0.32803   0.93126  -2.56626  -2.27410  -5.21869  -2.51892   2.37657   8.66979   7.38064   6.73115   5.13016   1.86219   0.63987  -3.13016  -1.05380  -0.71402   0.89702   4.78577
   0.00000   0.13523  -2.37843   0.30930  -3.52424  -1.23587  -4.00918  -4.55043  -0.80581   6.01559   4.48094   3.93505   3.58975   3.20466   5.04885  -1.32152   0.64271   0.34666   1.21091  13.13734
   0.00000   1.00884  -2.67343   2.30068  -1.36507   2.30995  -0.21179   0.49811   4.05799   7.00444  -0.13807  -1.86181   1.75962   5.10519   4.79766  -7.73163  -5.33353  -2.80118  -2.14130  12.12552
  -7.52080  -0.29970  -4.44889   0.79912  -4.12388   1.76199   1.46299  -0.08920   1.52593   6.56854   1.18317   1.54658   9.56313  12.31757   5.71653 -13.73372  -9.44212  -3.81043  -0.42938  15.04160
  -3.52464   2.79245  -2.59261   1.56274  -0.98571   4.06909   2.77760   2.65156   1.80858   6.93031   5.05378   4.31983   9.87364  12.13301   2.34335 -21.90714 -14.51709  -4.73885   4.00704  17.62318
   3.32678   3.78595  -2.10861   3.05609   1.27091   1.54214  -2.04022   1.73063   1.39763   6.69265   8.88147   7.31521   8.98486  11.25780   2.92210 -22.72747 -16.48318  -7.93078   5.90283  19.96069
  -3.16082   1.72536  -3.28267   1.43844  -0.55281  -2.27958  -6.11371  -1.84531   0.32106   7.09605  10.82007   7.07116   5.24632   6.49121  -1.68468 -22.76079 -13.27993  -1.25895  13.21913  15.80410
  -9.06609  -4.48930  -8.07554  -3.50052  -5.47452  -5.78484  -7.46565  -2.34373  -0.57611   7.56212  11.44055   5.78820   3.32177  -0.86459 -11.64841 -25.59240  -7.90403   9.15767  23.82557  24.17623
  -8.71995  -8.45574 -10.63199  -4.48611  -6.88110  -7.83517  -6.81055  -0.29612   0.22861   9.16227  13.09472   7.77411   3.51729  -7.98040 -18.94807 -25.22072  -5.67871  12.01933  31.27058  20.34654
 -16.86996 -13.34925 -13.39275  -8.52137  -9.87054  -9.54719  -6.41214   1.55899   4.30075  10.11604  11.70814   6.99416  -0.07325 -10.55177 -18.62844 -20.14098  -2.00164  14.17989  30.54945  22.49329
 -13.67303 -13.92111 -13.32365 -10.45628 -10.66038  -8.23677  -4.68502   2.48340   8.05264  12.77525  14.80016  10.69472   3.42304  -7.12823 -17.59193 -17.62766  -0.86525  14.08141  21.60396  16.40764
 -18.71420 -16.45586 -14.90017 -11.76462  -9.22902  -6.30362  -3.19360   2.55962   7.44878   9.81756  13.65736  10.07352   1.18196  -5.54998  -9.20194  -7.60212   6.20301  17.47716  15.40864  18.71420
 -13.13253 -13.11833 -10.33977  -5.81435  -2.21674  -1.16996  -1.32808   5.36431  15.20775  18.40369  17.43659  13.34601   3.59941  -6.30950 -10.08457  -8.14499   4.37820  16.36689  10.24610  13.13253
 -10.36914  -8.93564  -7.23057  -3.83006  -1.76104  -0.30599   0.06567   5.44276  11.24648  15.53909  18.39846  13.34901   1.98255  -5.32119  -6.75929  -0.85254  10.18888  19.06122  12.95743  18.14599
 -12.84735 -10.23121  -5.10656  -1.27725   0.00000   1.28409   2.57739   6.46514  20.74199  29.85845  22.06929  12.96374   5.17211  -3.86609 -12.84086 -10.23999   0.00000   5.10656  10.23121  12.84735
